,0
residual gait instability$problem,1
resp$body_measurement$16$measurement_value,1
ptr$laboratory_data,1
awakened$finding,1
temperature$body_measurement$97.3$measurement_value,3
sinus pauses$problem,1
heent$anatomical_structure$normal$modifier,5
superficial$modifier$burn$problem$neck$anatomical_structure,1
sternum$anatomical_structure$nontender$modifier,1
ana$laboratory_data,1
cva$anatomical_structure$tenderness$problem,1
temporary$modifier$peg tube$medical_device,1
good$modifier$pulses$body_measurement,1
antihypertensives$medicine,1
anterior$modifier$middle$modifier$posterior$modifier$ethmoid air cells$anatomical_structure,1
significance$modifier$ventricular ectopy$finding,1
left$modifier$toe$anatomical_structure,2
lungs$anatomical_structure$clear$modifier$bilaterally$modifier,1
right$modifier$knee$anatomical_structure$replacement$procedure,1
elimite$medicine,1
diastolic dysfunction$problem$currently$modifier,1
coughing$problem,2
chem panel$laboratory_data,11
right$modifier$visual field loss$problem,1
breast$anatomical_structure,4
z-line$anatomical_structure$irregular$modifier$ulcerations$problem,1
vaginal nodule biopsy$procedure,1
breasts$anatomical_structure$masses$problem,1
mouth$anatomical_structure$normal$modifier,2
cetuximab$medicine$discontinued$modifier,1
novolog$medicine,2
accelerated$modifier$hypertension$problem,1
english anvil$medical_device,1
uti symptoms$problem,29
oxygen saturation$body_measurement,2
erosions$problem,2
left$modifier$arm$anatomical_structure,1
maternal surface$anatomical_structure$lacking$modifier$adherent clot$problem,1
u/s$procedure$pelvis$anatomical_structure$complete$modifier,1
enema$procedure,1
fetal heart rate$body_measurement,1
morbid obesity$problem,11
pancolonic diverticulosis$problem,1
pfannenstiel incision$procedure$subcutaneous fat$anatomical_structure,1
psychosis$problem,2
drainage$problem$ears$anatomical_structure,1
left$modifier$foot$anatomical_structure$tenderness$problem,1
xarelto$medicine,9
ritalin$medicine,1
betadine$medicine,3
second$modifier$yeast infection$problem,1
heart rate$body_measurement$160$measurement_value,1
fish$procedure,5
continue$modifier$coreg$medicine,1
asthma$problem$acute$modifier$exacerbation$modifier,1
demadex$medicine,1
swelling$problem,2
breasts$anatomical_structure,1
progesterone receptor$laboratory_data$positive$modifier,5
mild$modifier$gi bleeding$problem$completely$modifier$resolved$modifier,1
superficial$modifier$femoral$anatomical_structure,1
regular$modifier$nsts$laboratory_data,1
lipase$laboratory_data,1
global hypokinesis$problem,1
leuprolide hormonal therapy$procedure,1
abdominal ct$procedure,1
terbutaline$medicine,1
two$modifier$fundic polyps$problem,1
cannula$medical_device,1
c-sections$procedure,1
generic letrozole$medicine,1
arrhythmia$problem,2
heaves$problem,3
chronic$modifier$recurrent$modifier$tonsillitis$problem,1
type 2 diabetic$problem,1
negative$modifier$bilirubin$laboratory_data,1
rebound$finding,4
murmurs$problem,8
left$modifier$vats evacuation$procedure,1
adenomyosis$problem,2
horizontal side ports$medical_device,3
pmn$laboratory_data,1
possible$modifier$respiratory distress syndrome$problem,1
obstructive hydrocephalus$problem,1
significant$modifier$lung$anatomical_structure$cancer$problem,1
duraprep$medicine,1
factor v leiden$laboratory_data$negative$modifier,1
axillary inguinal adenopathy$problem,1
antrostomy$procedure,1
enlarged$problem$left$modifier$ventricle$anatomical_structure,2
multiple$modifier$cardiac caths$procedure,1
transudative pleural effusion$problem,1
negative$modifier$glucose$laboratory_data,1
subcutaneous tissue$anatomical_structure,1
atrial fibrillation$problem$paroxysmal$modifier,3
vaginal cuff$anatomical_structure$cellulitis$problem,1
removal of the cyst$procedure$right$modifier$tonsil$anatomical_structure,1
vertigo$problem,2
hyperplastic polyp$problem,1
comprehensive panel$laboratory_data,1
pci$procedure$rca$anatomical_structure,2
maxillary sinus$anatomical_structure$enlarged$finding,1
lima$anatomical_structure,2
abdomen$anatomical_structure$obese$modifier$soft$modifier$nondistended$modifier,1
counts$laboratory_data,1
metamyelocyte$laboratory_data,2
amylase$laboratory_data,1
cancer$problem,7
dorsal dislocation$problem$ring finger$anatomical_structure,1
significant$modifier$abnormalities$problem,1
renal problems$problem,1
vision$body_function$clear$modifier,1
left$modifier$pubic rami$anatomical_structure,1
lumpectomy$procedure,8
sheath$medical_device,2
liver function tests$laboratory_data$normal$modifier,1
large$modifier$deep subfascial mass$problem,1
repair$procedure,3
rhinopharynx$anatomical_structure,1
tumor lysis$problem,1
cardiomyopathy$problem,10
angioplasty$procedure,2
impaired functional mobility$problem,1
profound$modifier$weakness$finding,1
blood pressures$body_measurement,1
pulmonary medicine$medicine,1
lower$modifier$extremity$anatomical_structure$dvt$problem,1
donnatal$medicine,1
lens$medical_device,7
toxicities$problem,1
significant$modifier$turp$procedure,1
allergic rhinitis$problem,1
rapid$modifier$rate$body_measurement,1
tracheostomy tube placement$procedure,1
recurrent$modifier$dvt$problem,1
perineal cellulitis$problem,1
acute$modifier$urine retention$problem,1
lungs$anatomical_structure$hurt$finding,1
positive$modifier$lymphovascular invasion$problem,1
tachybrady$finding,1
warfarin$medicine,5
chronic$modifier$iron-deficiency anemia$problem,1
hip$anatomical_structure$hip replacement$procedure,1
ureteropelvic junction$anatomical_structure$obstruction$problem,1
leg$anatomical_structure$fatigue$problem,1
invasive procedures$procedure,1
absent$modifier$pain$problem$lower$modifier$extremity$anatomical_structure,1
pretracheal plane$anatomical_structure,1
mucous membranes$anatomical_structure$moist$modifier,2
hepatic encephalopathy$problem,1
pulmonary therapy$procedure,1
slow-wave discharge$finding,1
peg$procedure,7
weakness$problem$right$modifier$arm$anatomical_structure,1
noncaseating granulomatous lymphadenitis$problem,1
migraine symptoms$problem,1
hypertrophic cardiomyopathy$problem,1
esophagus$anatomical_structure$mild$modifier$esophagitis$problem,1
quadriplegia$problem,3
continuous infusion$procedure,1
reintubation$procedure,2
normal$modifier$ck-mb$laboratory_data,1
hypercholesterol$problem,1
lv systolic function$body_function,2
sequential compression devices$medical_device,1
coronary artery disease$problem$stable$modifier,1
heart rate$body_measurement$197$measurement_value,1
lovenox$medicine$subcutaneously$modifier,1
peripheral$modifier$polyneuropathy$problem,1
continues$modifier$encephalopathic$problem,1
posterior$modifier$leads$medical_device,1
blood titers$laboratory_data,1
neurocognitive$finding,1
compensated congestive heart failure$problem,1
candy-cane stirrups$medical_device,1
motor$body_function$normal$modifier,1
conjunctivae$anatomical_structure$clear$modifier$discharge$finding,1
strep throat$problem,2
bowels$anatomical_structure$clear$modifier,1
head$anatomical_structure$scan$procedure,1
thrills$finding,1
presumable$modifier$hypotension$problem,1
bleeding$problem$abdomen$anatomical_structure,1
ureteroscopy$procedure,2
brain$anatomical_structure$injury$problem,1
lower$modifier$extremity$anatomical_structure$significant$modifier$bilateral$modifier$pitting edema$problem,1
calcaneofibular abutment$finding,1
white cell counts$laboratory_data$aggravate$modifier,1
bipap machine$medical_device,1
cranial nerves$anatomical_structure$nonfocal$modifier,1
productive cough$problem,2
cardiac arrhythmias$problem,7
pain$problem$back$anatomical_structure,2
electrocardiogram$procedure,1
draping$procedure,3
regional radiation therapy$procedure,1
c-section$procedure,8
single$modifier$raised$modifier$bland-looking$modifier$nodule$problem,1
right$modifier$pneumothorax$problem,1
right$modifier$sacral ala area$anatomical_structure$fracture$problem,1
pulmonary edema$problem,2
adrenal tumor resection$procedure,1
candy cane stirrups$medical_device,1
gallbladder$anatomical_structure$several$modifier$small$modifier$stones$problem$present$modifier,1
aneurysmal$problem,1
anastrozole$medicine,4
comatose state$problem,1
nonhealing wound$problem,1
breakthrough mucosa$finding,1
ascending colon$anatomical_structure$polypectomy$procedure,1
stooling$body_function,2
general anesthetic$medicine,18
low$modifier$back$anatomical_structure$pain$problem,1
chronic kidney disease$problem$stage 5$modifier,1
deep$modifier$venous$anatomical_structure$thrombosis$problem,6
temperature$body_measurement$98.4$measurement_value,1
extremities$anatomical_structure$clubbing$problem,2
dilation and curettage$procedure,1
postoperative$modifier$fracture$problem,1
squamous mucosa$anatomical_structure$small$modifier$nucleoli$finding,1
total knee replacement$procedure,13
muscularis mucosa$anatomical_structure,1
ears$anatomical_structure$clear$modifier,1
blood type$laboratory_data$a positive$modifier,1
cecectomy$procedure,1
right$modifier$proximal$modifier$ureteral stone$problem,1
z-line$anatomical_structure$ulcerations$problem,1
irradiation therapy$procedure,1
multiple$modifier$sclerosis$problem,1
idiopathic thrombocytopenia$problem,1
temperature$body_measurement$99$measurement_value,1
optic nerves$anatomical_structure$pink$modifier,2
myocardial ischemia$problem,3
myometrium$anatomical_structure$adenomyosis$problem,1
thyromegaly$problem,4
normal$modifier$white count$laboratory_data,3
labored breathing$problem,1
us-guided right thoracentesis$procedure,1
restrictive disease$problem,1
headaches$problem,5
minimal$modifier$erythema$problem,1
injected$procedure$skin level$anatomical_structure$radial nerve$anatomical_structure,1
decrease$modifier$blood pressure medications$medicine,1
adenoid curet$medical_device,1
trental$medicine,1
abnormal$modifier$resting electrocardiogram$procedure,1
reversible$modifier$ischemic neurological defect$problem,1
imaging$procedure,1
coronary artery bypass surgery$procedure,3
posterior$modifier$pharynx$anatomical_structure,1
craniotomy$procedure,3
eosinophil$laboratory_data,2
strokes$problem,1
bladder blade$medical_device,2
cardiac chest pain$problem,1
biliary pancreatitis$problem,1
hemoglobin$laboratory_data$less$modifier,1
ulceration$problem$left$modifier$foot$anatomical_structure,1
discomfort$problem$sinus area$anatomical_structure,1
chronic kidney disease$problem,35
s3$body_function,10
second portion$modifier$duodenum$anatomical_structure$biopsy$procedure,1
right$modifier$inguinal exploration$procedure,1
platelets$laboratory_data$increased$modifier,1
pulmonary vein isolation$procedure,2
excised$procedure,3
local$modifier$anesthetic$procedure,1
dexamethasone$medicine,3
cardiac mass$problem,1
oral discharge$finding,1
progressive$modifier$change$finding$cervix$anatomical_structure,1
trach cannulation$procedure,1
analgesic$medicine,1
icd$medical_device,1
electrolytes$laboratory_data$normal$modifier,1
lopressor$medicine,2
uterus$anatomical_structure$debris$finding,1
thick viscous secretions$finding,2
sedation$procedure,2
snare$medical_device,1
worse$modifier$lesion$problem,1
bony thorax$anatomical_structure$intact$modifier,1
laryngoscope$medical_device,1
continue$modifier$dialysis$procedure,1
normal$modifier$sinus tachycardia$finding,1
pulmonary contusion$problem,1
gastrostomy$procedure,1
heart rate$body_measurement$77$measurement_value,2
coronary artery bypass graft surgery$procedure,1
lymph nodes$anatomical_structure$hyalinization$finding,1
palpitations$problem,8
laryngopharynx$anatomical_structure$normal$modifier,1
eye$anatomical_structure$aspirated$procedure,11
glistening pink serosa$finding,1
surgical hardware$medical_device,1
lung$anatomical_structure,1
ventolin inhaler$medicine,1
heparin injection$procedure,1
weight loss$finding,1
mayo block$procedure,1
pheochromocytoma$problem,1
phenergan$medicine,4
gravity drainage$procedure,1
dexilant$medicine,1
trace$modifier$pulmonic insufficiency$problem,1
j-tube nutritional feeding catheter$medical_device,1
longstanding hypertension$problem,1
myoclonus$problem,1
tissue$anatomical_structure$fibrosis$problem,1
ventral$modifier$hernia$problem,2
pain$problem$arteriovenous fistula site$anatomical_structure,1
regular$modifier$sinus rhythm$body_function,2
weight$body_measurement$150$measurement_value,1
vitamin k attacking factors$medicine,1
aranesp$medicine,3
maximum heart rate$body_measurement$200$measurement_value,1
escherichia coli$problem,1
chest$anatomical_structure$pain$problem$consistent$modifier,1
mucosa$anatomical_structure$normal$modifier,2
rdw$laboratory_data$elevated$modifier,2
group b strep$laboratory_data$negative$modifier,1
platelets$laboratory_data,31
vagina$anatomical_structure$lacerations$problem,1
left$modifier$bundle-branch block$problem,1
mechanical aortic valve replacement$procedure,1
hemiplegia$problem,1
external$modifier$structures$anatomical_structure,1
multiple$modifier$percutaneous interventions$procedure,1
cabg$procedure,6
intrauterine$anatomical_structure,1
